year,split,league_short,league_full,region,tier,tournament,date_start,team,team_short,role,player_id,name_cn,real_name,country,residency,birthdate,is_retired,roster_link
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer Playoffs,2017-08-18,Game Talents,,Support,Tidy,,,,,,,Tidy
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer Playoffs,2017-08-18,Game Talents,,Coach,Sin,연형모,Yeon Hyeong-mo,South Korea,Korea,1991-12-12,0,Sin (Yeon Hyeong-mo)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Gamefy,,"Top,Mid",x1Aolong,,,,,,,x1Aolong
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Gamefy,,"Jungle,Mid",Wind (Tao Xiang),,,,,,,Wind (Tao Xiang)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Gamefy,,"Mid,Support",sanxin,,,,,,,sanxin
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Gamefy,,Bot,安逸,,,,,,,安逸
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Gamefy,,"Support,Jungle,Top",sAviOr,邓佳滨,Deng Jia-Bin,China,China,,1,sAviOr (Deng Jia-Bin)
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Gamefy,,Top,路上有你,,,,,,,路上有你
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Gamefy,,Jungle,月之挽歌,,,,,,,月之挽歌
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Gamefy,,Mid,小龙,,,,,,,小龙
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Gamefy,,Bot,安逸,,,,,,,安逸
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Gamefy,,Support,sAviOr,邓佳滨,Deng Jia-Bin,China,China,,1,savior (Deng Jia-Bin)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Gamtee Fenghui,,Top,Fox,夏英凯,Xia Ying-Kai,China,China,,1,Fox (Xia Ying-Kai)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Gamtee Fenghui,,Jungle,威震天,,,,,,,威震天
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Gamtee Fenghui,,Jungle,Danger,危邵坚,Wei Shao-Jian,China,China,,1,Danger
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Gamtee Fenghui,,Mid,Leo,戴程,Dai Cheng,China,China,,1,leo (Dai Cheng)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Gamtee Fenghui,,Bot,tale,赵晓宇,Zhao Xiao-Yu,China,China,,1,tale
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Gamtee Fenghui,,Support,沉梦,,,,,,,沉梦
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Playoffs,2015-07-22,Hyper Youth Gaming,,Top,ss17God,,,,,,,ss17God
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Playoffs,2015-07-22,Hyper Youth Gaming,,Jungle,yolo,장현수,Jang Hyeon-su,South Korea,Korea,1994-02-14,1,yolo (Jang Hyeon-su)
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Playoffs,2015-07-22,Hyper Youth Gaming,,Mid,Raphael,고재현,Ko Jae-hyun,South Korea,Korea,,1,Raphael (Ko Jae-hyun)
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Playoffs,2015-07-22,Hyper Youth Gaming,,Bot,xQ,李英杰,Li Ying-Jie,China,China,,1,xQ
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Playoffs,2015-07-22,Hyper Youth Gaming,,Support,x1u,余捷,Yu Jie,China,China,,1,x1u
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Hyper Youth Gaming,,Top,ss17God,,,,,,,ss17God
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Hyper Youth Gaming,,Jungle,yolo,장현수,Jang Hyeon-su,South Korea,Korea,1994-02-14,1,yolo (Jang Hyeon-su)
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Hyper Youth Gaming,,Mid,Raphael,고재현,Ko Jae-hyun,South Korea,Korea,,1,Raphael (Ko Jae-hyun)
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Hyper Youth Gaming,,Bot,xQ,李英杰,Li Ying-Jie,China,China,,1,xQ
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Hyper Youth Gaming,,Support,x1u,余捷,Yu Jie,China,China,,1,x1u
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring Relegation,2017-04-11,IN Gaming,,Top,hashiqi,覃川,Qin Chuan,China,China,1996-09-19,1,hashiqi
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring Relegation,2017-04-11,IN Gaming,,Jungle,Quan,,,,,,,Quan
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring Relegation,2017-04-11,IN Gaming,,Mid,BaeMe,강양현,Kang Yang-hyun,South Korea,Korea,1993-10-27,1,Baeme
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring Relegation,2017-04-11,IN Gaming,,Bot,Gao,吕标忠,Lyu Biao-Zhong,China,China,,1,Gao
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring Relegation,2017-04-11,IN Gaming,,Support,Jelly,손호경,Son Ho-gyeong,South Korea,Korea,1997-10-18,0,Jelly (Son Ho-gyeong)
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Top,hashiqi,覃川,Qin Chuan,China,China,1996-09-19,1,hashiqi
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Top,SoaR,이강표,Lee Gang-pyo,South Korea,Korea,1997-05-28,0,SoaR
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Jungle,Tianzai,吕坤,Lyu Kun,China,China,,1,Tianzai
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Jungle,Quan,,,,,,,Quan
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Mid,FireRain,추화우,Choo Hwa-woo,South Korea,Korea,1998-10-30,0,FireRain
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Bot,vasilii,,,,,,,vasilii
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Bot,Gao,吕标忠,Lyu Biao-Zhong,China,China,,1,Gao
2016,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Summer,2016-05-23,IN Gaming,,Support,Hao (Xu Kai-Hao),,,,,,,Hao (Xu Kai-Hao)
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Top,MongMong,,,,,,,MongMong
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Top,hashiqi,覃川,Qin Chuan,China,China,1996-09-19,1,Hashiqi
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Jungle,Tianz,,,,,,,Tianz
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Jungle,loveless,余英朋,Yu Ying-Peng,China,China,,1,loveless
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Jungle,Rain (Kim Sang-hyeon),,,,,,,Rain (Kim Sang-hyeon)
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Mid,FireRain,추화우,Choo Hwa-woo,South Korea,Korea,1998-10-30,0,FireRain
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Bot,Ly1,刘奕,Liu Yi,China,China,,1,Ly1
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Bot,Snowbao,戴雪强,Dai Xue-Qiang,China,China,,1,Snowbao
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Bot,Ming (Zhang Ming),,,,,,,Ming (Zhang Ming)
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Bot,Gao,吕标忠,Lyu Biao-Zhong,China,China,,1,Gao
2016,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2016 Spring,2016-01-18,IN Gaming,,Support,Hao (Xu Kai-Hao),,,,,,,Hao (Xu Kai-Hao)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Top,SoaR,이강표,Lee Gang-pyo,South Korea,Korea,1997-05-28,0,SoaR
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Top,hashiqi,覃川,Qin Chuan,China,China,1996-09-19,1,hashiqi
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Top,Libra,汤立东,Tang Li-Dong,China,China,,1,Libra (Tang Li-Dong)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Top,FireRain,추화우,Choo Hwa-woo,South Korea,Korea,1998-10-30,0,FireRain
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Jungle,Quan,,,,,,,Quan
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Jungle,bingo,谢彬,Xie Bin,China,China,,1,bingo (Xie Bin)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Mid,BaeMe,강양현,Kang Yang-hyun,South Korea,Korea,1993-10-27,1,Baeme
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Bot,Gao,吕标忠,Lyu Biao-Zhong,China,China,,1,Gao
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Support,Hao (Xu Kai-Hao),,,,,,,Hao (Xu Kai-Hao)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Support,Jelly,손호경,Son Ho-gyeong,South Korea,Korea,1997-10-18,0,Jelly (Son Ho-gyeong)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Coach,BuPing,黃嘉雄,Wong Ka Hung,Hong Kong,China,1988-02-17,1,BuPing
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Coach,Ayue,,,,,,,Ayue
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,IN Gaming,,Coach,Kim Tae-young,,,,,,,Kim Tae-young
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Top,hashiqi,覃川,Qin Chuan,China,China,1996-09-19,1,hashiqi
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Top,Misaki (Xue Chao),,,,,,,Misaki (Xue Chao)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Top,Holo,,,,,,1,Holo (Joy Dream)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Top,up (Jin Wen-Jie),,,,,,,up (Jin Wen-Jie)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,"Jungle,Top",Ori,윤주성,Yoon Ju-seong,South Korea,Korea,1996-11-18,1,Ori
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,"Jungle,Top",ChanU,정찬우,Jeong Chan-woo,South Korea,Korea,1997-02-19,1,ChanU
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Jungle,Rika,彭俊凯,Peng Jun-Kai,China,China,,1,Rika (Peng Jun-Kai)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Mid,BaeMe,강양현,Kang Yang-hyun,South Korea,Korea,1993-10-27,1,BaeMe
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Mid,clx,陈毅,Chen Yi,China,China,2000-02-03,1,clx
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Bot,Quiet,唐勇,Tang Yong,China,China,,1,Quiet (Tang Yong)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Bot,Ao,,,,,,,Ao
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Support,Deceit,施林江,Shi Lin-Jiang,China,China,1997-07-31,0,Deceit
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Support,Hao (Xu Kai-Hao),,,,,,,Hao (Xu Kai-Hao)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Coach,ZKS (Zhang Jia-Geng),,,,,,,ZKS (Zhang Jia-Geng)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Coach,Daxiong,,,,,,,Daxiong
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer,2017-06-06,Joy Dream,,Coach,Shin Dong-wook,,,,,,,Shin Dong-wook
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Cash,,Top,可乐,,,,,,,可乐
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Cash,,"Jungle,Bot,Mid",Myuseru,王继轲,Wang Ji-Ke,China,China,,1,Myuseru
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Cash,,"Mid,Jungle",Qixi,周桐,Wang Wen-Yue,China,China,,1,qixi
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Cash,,"Bot,Mid",Trn,,,,,,,Trn
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Cash,,Support,Dreamaster,陈晨,Chen Chen,China,China,,1,Dreamaster
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring Playoffs,2015-03-25,Kx.Happy,,Top,Eternal (Baek Seung-min),,,,,,,Eternal (Baek Seung-min)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring Playoffs,2015-03-25,Kx.Happy,,Jungle,Niunai (Ye Jia-Bin),,,,,,,Niunai (Ye Jia-Bin)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring Playoffs,2015-03-25,Kx.Happy,,Mid,chirchri,,,,,,,chirchri
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring Playoffs,2015-03-25,Kx.Happy,,Bot,Trn,,,,,,,Trn
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring Playoffs,2015-03-25,Kx.Happy,,Support,Kylin,唐黄超,Tang Huang-Chao,China,China,1990-12-22,1,Kylin
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring Playoffs,2015-03-25,Kx.Happy,,Support,W (Zhang Xiao-Xiang),,,,,,,W (Zhang Xiao-Xiang)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Top,Eternal (Baek Seung-min),,,,,,,Eternal (Baek Seung-min)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Jungle,Niunai (Ye Jia-Bin),,,,,,,Niunai (Ye Jia-Bin)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Jungle,Vin,신민재,Shin Min-jae,South Korea,Korea,,1,Vin (Shin Min-jae)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Mid,chirchri,,,,,,,chirchri
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Bot,ulcorn,,,,,,,ulcorn
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Bot,Trn,,,,,,,Trn
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,"Support,Mid",W (Zhang Xiao-Xiang),,,,,,,W (Zhang Xiao-Xiang)
2015,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Spring,2015-01-20,Kx.Happy,,Support,Kylin,唐黄超,Tang Huang-Chao,China,China,1990-12-22,1,Kylin
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Kx.Happy,,Top,kele,,,,,,,kele
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Kx.Happy,,Jungle,Myuseru,王继轲,Wang Ji-Ke,China,China,,1,Myuseru
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Kx.Happy,,Mid,Qixi,周桐,Wang Wen-Yue,China,China,,1,Qixi
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Kx.Happy,,Bot,Trn,,,,,,,Trn
2014,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring Qualifier,2014-02-13,Kx.Happy,,Support,Anm (Chen Chen),,,,,,,Anm (Chen Chen)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Top,Mo,普浩,Pu Hao,China,China,,1,Mo (Pu Hao)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Jungle,Leku,向世奇,Xiang Shi-Qi,China,China,,1,Leku
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Jungle,Niunai (Ye Jia-Bin),,,,,,,Niunai (Ye Jia-Bin)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Mid,Trn,,,,,,,Trn
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Bot,B (Xia Kun),,,,,,,B (Xia Kun)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Support,Z (Zhang Xiao-Xiang),,,,,,,Z (Zhang Xiao-Xiang)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Summer,2014-06-10,Kx.Happy,,Support,Kylin,唐黄超,Tang Huang-Chao,China,China,1990-12-22,1,Kylin
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Kx.Happy,,Top,Riris,백승민,Baek Seung-min,South Korea,Korea,1994-12-25,1,Riris
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Kx.Happy,,Jungle,Milky (Ye Jia-Bin),,,,,,,Milky (Ye Jia-Bin)
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Kx.Happy,,Mid,chirchri,,,,,,,chirchri
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Kx.Happy,,Bot,Xfy,,,,,,,Xfy
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer,2015-05-26,Kx.Happy,,Support,Kylin,唐黄超,Tang Huang-Chao,China,China,1990-12-22,1,Kylin
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Relegation,2015-07-14,Kx.Happy,,Top,Riris,백승민,Baek Seung-min,South Korea,Korea,1994-12-25,1,Riris
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Relegation,2015-07-14,Kx.Happy,,Jungle,Milky (Ye Jia-Bin),,,,,,,Milky (Ye Jia-Bin)
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Relegation,2015-07-14,Kx.Happy,,Mid,chirchri,,,,,,,chirchri
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Relegation,2015-07-14,Kx.Happy,,Bot,Xfy,,,,,,,Xfy
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Relegation,2015-07-14,Kx.Happy,,Support,Kylin,唐黄超,Tang Huang-Chao,China,China,1990-12-22,1,Kylin
2015,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2015 Summer Relegation,2015-07-14,Kx.Happy,,Support,BlackWolf,张霄翔,Zhang Xiao-Xiang,China,China,,1,BlackWolf
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Happy,,Top,V,鮑波,Bao Bo,China,China,1994-10-25,1,V
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Happy,,Jungle,Limitless (Sun Yu-Ze),,,,,,,Limitless (Sun Yu-Ze)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Happy,,Mid,小裸裸,,,,,,,小裸裸
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Happy,,Bot,Star (Pu Hao),,,,,,,Star (Pu Hao)
,,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2014 Spring,2014-02-18,Kx.Happy,,Support,黑狼,,,,,,,黑狼
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Top,Jiawen,,,,,,,Jiawen
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Top,May,骆德勇,Luo De-Yong,China,China,,1,May (Luo De-Yong)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,"Jungle,Top",xiaohan,潘涵,Pan Han,China,China,1999-08-04,1,xiaohan (Pan Han)
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Jungle,Malygos,文聪,Wen Cong,China,China,,1,Malygos
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Mid,Twila,黄庭威,Huang Ting-Wei,China,China,1998-12-07,1,Twila
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Bot,RD,梁騰勵,Liang Teng-Li,Taiwan,Asia Pacific,1993-10-19,1,RD
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Support,Ysera,汪宗志,Wang Tsung-Chih,Taiwan,Asia Pacific,1997-03-02,1,Ysera
2017,Spring,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Spring,2017-01-17,Legend Dragon,,Coach,UDJ,楊書瑋,Yang Shu-Wei,Taiwan,Asia Pacific,,1,UDJ
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer Playoffs,2017-08-18,Legend Dragon,,Top,Jiawen,,,,,,,Jiawen
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer Playoffs,2017-08-18,Legend Dragon,,Jungle,xiaohan,潘涵,Pan Han,China,China,1999-08-04,1,xiaohan (Pan Han)
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer Playoffs,2017-08-18,Legend Dragon,,Mid,Twila,黄庭威,Huang Ting-Wei,China,China,1998-12-07,1,Twila
2017,Summer,LSPL,LoL Secondary Pro League,中国次级,二级/青训,LSPL 2017 Summer Playoffs,2017-08-18,Legend Dragon,,Bot,RD,梁騰勵,Liang Teng-Li,Taiwan,Asia Pacific,1993-10-19,1,RD
