player_id,position,league,tier,games,winrate,操作,意识,心态,团队,体质,总评,box_综合,impact,final_z,teams
UNF0RGIVEN,bot,LEC,1,57,0.509,52.1,42.0,56.4,55.8,45.1,49.9,50.8,57.8,-0.231,MAD Lions KOI
Xun,jng,LPL,1,96,0.427,55.1,42.5,56.4,42.0,52.5,49.6,58.0,40.4,-0.245,Bilibili Gaming|Invictus Gaming
Kael,sup,LCK,1,97,0.464,35.0,57.7,39.4,61.6,66.1,49.6,52.8,52.1,-0.245,Liiv SANDBOX
Biofrost,sup,LCS,1,46,0.326,42.6,58.2,54.4,55.5,31.6,49.3,60.4,36.2,-0.263,Dignitas
Lwx,bot,LPL,1,95,0.474,48.1,49.9,45.4,45.7,56.9,48.8,50.7,56.3,-0.284,FunPlus Phoenix
Iwandy,sup,LPL,1,33,0.545,47.8,62.3,36.2,47.8,37.9,48.5,50.5,56.2,-0.3,LNG Esports|Team WE
Ucal,mid,LPL,1,85,0.447,44.3,48.8,53.1,41.8,58.6,48.2,55.9,42.6,-0.314,ThunderTalk Gaming
Elk,bot,LPL,1,93,0.398,46.8,51.5,55.6,42.1,42.3,48.1,60.5,35.2,-0.321,Bilibili Gaming|Ultra Prime
Palafox,mid,LCS,1,65,0.523,54.2,41.4,48.8,46.6,48.6,48.1,48.6,60.4,-0.321,CLG Academy|Counter Logic Gaming
Lava,mid,LCK,1,87,0.368,51.2,54.4,35.4,51.1,39.1,48.0,59.9,35.8,-0.323,HANJIN BRION
Doggo,bot,LPL,1,88,0.5,51.4,47.5,43.9,45.7,49.4,48.0,50.9,54.4,-0.322,Bilibili Gaming|Bilibili Gaming Junior
Ahn,bot,LPL,1,45,0.444,47.7,48.5,46.3,50.7,46.3,48.0,50.9,54.3,-0.325,Invictus Gaming
Aria,mid,LCK,1,38,0.395,29.8,59.8,65.9,50.1,40.4,47.9,54.7,44.8,-0.33,KT Rolster
Leyan,jng,LPL,1,87,0.425,50.3,56.3,37.5,40.1,47.0,47.8,55.2,43.5,-0.335,Rare Atom
Pridestalkr,jng,LCS,1,33,0.394,62.4,33.4,51.4,44.2,39.0,47.4,53.8,46.2,-0.35,Golden Guardians
Betty,bot,LPL,1,83,0.386,38.7,54.8,47.5,56.9,39.5,47.3,57.7,38.3,-0.357,Anyone's Legend
Maple,mid,LCS,1,38,0.342,45.4,42.6,58.4,49.2,41.4,46.9,56.1,40.6,-0.377,Anyone's Legend|TSM
yaoyao,sup,LPL,1,30,0.5,40.1,50.3,53.4,54.7,36.3,46.8,50.4,53.7,-0.38,ThunderTalk Gaming
Johnsun,bot,LCS,1,58,0.448,51.0,50.1,35.6,50.4,38.2,46.7,52.2,48.8,-0.389,FlyQuest
Strive,mid,LPL,1,87,0.425,43.8,53.2,44.8,45.6,41.8,46.5,54.4,43.5,-0.395,Rare Atom
Josedeodo,jng,LCS,1,58,0.448,39.9,55.3,37.3,55.9,42.8,46.4,52.0,48.8,-0.404,FlyQuest
Moham,sup,LCK,1,27,0.333,60.7,38.5,40.1,42.2,40.8,46.3,54.2,43.6,-0.407,DN SOOPers|DN SOOPers Challengers
Creme,mid,LPL,1,89,0.483,56.0,45.4,29.6,41.0,52.4,46.2,50.8,51.6,-0.411,Oh My God
Toucouille,mid,LCS,1,58,0.448,51.0,42.6,36.9,46.8,51.3,45.9,51.7,48.8,-0.427,FlyQuest
Able,bot,LPL,1,92,0.478,39.6,57.8,31.9,42.3,58.5,45.8,51.3,49.6,-0.434,Oh My God
Carzzy,bot,LEC,1,45,0.467,45.9,39.6,57.0,43.5,46.8,45.8,50.9,50.7,-0.43,Team Vitality
Huni,top,LCS,1,25,0.28,33.1,56.1,44.4,58.8,38.9,45.7,55.5,40.2,-0.44,TSM
aphromoo,sup,LCS,1,58,0.448,41.5,40.7,40.5,56.0,51.8,44.7,50.9,48.8,-0.488,FlyQuest
Dread,jng,LCK,1,81,0.37,38.4,46.7,47.7,48.0,45.9,44.5,56.2,37.7,-0.501,Nongshim RedForce
Spica,jng,LCS,1,46,0.348,49.0,42.7,37.8,55.4,31.4,44.5,55.5,38.8,-0.503,TSM
Licorice,top,LCS,1,45,0.356,41.8,41.7,52.5,48.1,34.1,43.6,54.8,38.9,-0.549,Golden Guardians
Ablazeolive,mid,LCS,1,47,0.383,49.3,36.5,50.1,41.0,38.1,43.4,52.6,42.7,-0.561,Golden Guardians|Golden Guardians Academy
Xiaohao,jng,LPL,1,83,0.386,40.8,46.1,39.9,46.3,41.6,43.0,54.7,38.3,-0.584,Anyone's Legend
ICON,mid,LPL,1,31,0.452,44.8,37.7,46.7,41.1,47.6,43.0,49.5,49.2,-0.583,Bilibili Gaming
Dove,top,LCK,1,94,0.479,30.6,44.4,31.9,61.4,60.5,42.9,47.3,54.6,-0.589,Liiv SANDBOX
Xiaolaohu,top,LPL,1,64,0.422,44.1,48.3,45.1,34.0,36.2,42.8,51.7,43.6,-0.596,FunPlus Phoenix
Cube,top,LPL,1,84,0.417,41.1,45.7,40.9,41.6,45.0,42.8,51.1,45.0,-0.594,Rare Atom
XinLiu,sup,LPL,1,69,0.435,48.3,41.1,40.6,34.3,46.8,42.8,50.0,47.5,-0.596,Invictus Gaming|ThunderTalk Gaming
PowerOfEvil,mid,LCS,1,40,0.225,45.2,45.8,38.7,45.1,30.0,42.5,57.9,33.9,-0.61,Immortals
Teddy,bot,LCK,1,92,0.391,31.7,58.1,32.9,51.8,34.8,42.4,54.0,38.7,-0.62,DN SOOPers
HiRit,top,LEC,1,25,0.52,50.5,42.2,38.3,37.7,31.6,42.1,45.2,58.5,-0.633,Misfits Gaming
