player_id,position,league,tier,games,winrate,操作,意识,心态,团队,体质,总评,box_综合,impact,final_z,teams
LRK,jng,CBLOLA,3,20,0.05,42.0,39.2,56.9,37.4,34.2,42.0,53.1,39.7,-0.644,Rensga Academy
Mobility,bot,UPL,2,46,0.435,50.3,36.3,35.0,44.2,40.1,42.0,52.4,41.0,-0.642,Team Ambition|Tempest Gaming|Winthrop University
Interor,top,HM,3,23,0.261,30.4,48.5,46.3,57.6,30.1,42.0,51.4,43.1,-0.64,Cryptova|Inside Games|Valiance
Tamoz,top,LFL2,2,47,0.468,47.0,35.9,46.4,41.5,37.7,42.0,51.4,43.0,-0.64,PCS Taran|beGenius ESC
Forge,mid,LPL,1,65,0.431,37.8,45.4,39.8,49.4,38.6,42.0,48.6,49.5,-0.64,Anyone's Legend
Wenhao,top,NEXO,3,25,0.36,38.4,38.4,57.7,43.3,36.1,42.0,48.2,50.5,-0.64,Dead Rabbits Club
RanL,bot,LDL,2,71,0.352,38.1,48.8,34.1,39.2,50.4,41.9,56.9,34.4,-0.647,LGD Gaming Young Team
HUGOD,top,LPLOL,3,25,0.32,27.0,44.8,51.7,52.5,45.2,41.9,56.6,34.7,-0.646,Boavista FC
Puppet Master,sup,EL,3,28,0.179,40.3,41.9,50.5,37.3,40.5,41.9,56.0,35.4,-0.647,Janus Esports|Vandals Esports
Frosts,bot,LCO,15,22,0.409,37.9,46.1,44.1,45.4,35.4,41.9,49.1,48.1,-0.646,Dire Wolves
Zaremba,sup,NLC,2,24,0.292,41.1,41.0,38.1,53.1,36.1,41.9,48.9,48.4,-0.65,Cyberground Gaming|Vanir
Zezpez,top,EBL,3,22,0.5,31.5,42.1,54.1,48.6,42.4,41.9,46.9,53.7,-0.645,Crvena zvezda Esports|Split Raiders
Dreseul,sup,GL,3,29,0.345,41.7,48.9,34.8,47.7,28.3,41.8,58.5,32.9,-0.651,NOCTA
AdrYh,sup,SL (LATAM),3,20,0.3,37.8,36.1,63.8,35.6,43.4,41.8,50.6,44.4,-0.652,Diamond Doves|Instinct Gaming
Cerasus,sup,LDL,2,45,0.467,47.1,42.4,34.5,38.5,41.3,41.8,50.1,45.6,-0.65,Top Esports Challenger
Solitified,top,UPL,2,20,0.5,48.7,32.1,43.6,45.9,37.5,41.8,47.3,52.4,-0.653,Raleigh Black Flame|Verity Esports
Tolerant,sup,PRM,3,36,0.25,32.7,51.9,47.8,43.0,32.0,41.7,57.1,34.0,-0.657,PENTA 1860
Kanna,jng,NLC,2,45,0.356,37.7,42.5,44.7,47.3,38.7,41.7,56.7,34.4,-0.659,Forsaken|GRP Esports|MNM Gaming
Ice,bot,LCKC,2,66,0.379,32.2,48.6,40.0,41.6,53.1,41.7,54.7,36.9,-0.657,Liiv SANDBOX|Liiv SANDBOX Youth
Therru,top,SL (LATAM),3,40,0.4,38.9,50.4,40.5,36.5,38.6,41.7,52.2,40.9,-0.662,Diamond Doves|GeekSide Esports
Smoothie,sup,LCSA,2,45,0.422,28.4,40.1,55.6,53.6,44.0,41.7,47.9,50.7,-0.657,Evil Geniuses Academy
Starlit,mid,LCKC,2,20,0.5,40.0,46.0,46.8,41.7,29.9,41.7,47.2,52.5,-0.658,Kiwoom DRX Challengers
Wen,mid,PCS,15,34,0.353,34.5,47.8,38.2,51.3,37.3,41.6,50.1,45.1,-0.666,Meta Falcon Team
Lawrence,top,PGC,2,68,0.471,47.5,42.2,27.1,43.1,43.0,41.6,53.2,39.0,-0.667,Cloud9 Academy|DK Crew|Harrisburg University|Taco Gaming
LightFall,top,NEXO,3,23,0.435,35.6,43.9,43.9,50.7,36.4,41.6,51.0,43.2,-0.666,Stormbringers
Sertuss,mid,LEC,1,36,0.389,29.3,52.9,45.9,48.3,33.2,41.6,50.7,43.8,-0.666,SK Gaming
Kebap,top,TAL,3,31,0.452,37.9,44.5,39.4,47.5,39.4,41.6,50.4,44.4,-0.666,Galakticos|Galakticos Academy|Galatasaray Academy
Ginrais,mid,ESLOL,3,27,0.556,44.4,37.7,36.6,44.7,45.6,41.6,46.6,53.9,-0.663,AaB Esport|mCon esports
Rulfchen,jng,PRM,3,36,0.25,45.7,45.0,35.3,42.9,30.0,41.5,56.9,34.0,-0.672,PENTA 1860
Tactical,bot,LCS,1,59,0.373,54.5,25.9,51.7,36.5,36.3,41.5,53.2,39.0,-0.669,TSM|TSM Academy
Misstery,bot,LHE,2,22,0.273,57.1,36.3,26.1,43.8,31.6,41.5,53.1,39.1,-0.669,Wolf Club Esports
BetaTwinz,sup,DDH,3,31,0.355,37.0,46.2,40.2,47.0,37.1,41.5,51.4,42.3,-0.669,PÊEK Gaming|Zylant Esports
HAKA,top,EL,3,36,0.5,43.6,46.4,37.5,39.2,34.1,41.5,49.5,46.4,-0.67,Janus Esports
LeitoF,bot,LMF,2,20,0.4,36.7,49.0,37.2,47.9,34.7,41.5,49.4,46.6,-0.67,9z Team
Shlatan,jng,LEC,1,48,0.479,56.9,30.2,38.9,39.2,34.4,41.5,48.5,48.8,-0.67,Misfits Gaming|Misfits Premier
Contractz,jng,LCS,1,57,0.474,40.8,32.5,50.0,45.5,46.4,41.5,47.7,50.7,-0.673,Counter Logic Gaming
Noki,sup,TAL,3,28,0.357,38.3,42.0,44.9,48.6,34.3,41.5,47.1,52.3,-0.67,5 Ronin|5 Ronin Academy|Galakticos Academy
Gamin,bot,LCKC,2,60,0.35,31.4,52.6,34.7,50.0,39.4,41.4,54.2,37.3,-0.676,HANJIN BRION|HANJIN BRION Challengers
Crus,bot,LMF,2,42,0.452,41.3,43.2,36.9,45.5,38.2,41.4,49.7,45.6,-0.68,Maycam Evolve|Stone Movistar
Fiant,bot,DDH,3,59,0.492,33.8,44.5,36.4,44.9,55.8,41.4,48.0,49.7,-0.68,Braves Rising|Six Karma|Spirituals
Ylaht,bot,LDL,2,36,0.5,41.6,44.8,41.5,38.2,37.9,41.4,46.9,52.5,-0.68,Top Esports Challenger
Gabenx,bot,GL,3,29,0.345,48.2,48.4,29.1,42.1,23.8,41.3,58.1,32.9,-0.682,NOCTA
Ralf,bot,GLL,3,47,0.447,44.6,34.7,50.3,38.1,39.5,41.3,57.6,33.2,-0.684,Auxesis Esports|Gamespace Mediterranean College Esports
Miaoniu,sup,LDL,2,28,0.393,40.6,44.0,38.1,43.7,37.9,41.3,50.7,43.4,-0.681,Ultra Prime|Ultra Prime Academy
Tito,bot,LFL2,2,32,0.25,47.7,37.2,33.6,45.9,38.3,41.3,50.4,44.0,-0.681,Karma Clan Esports|beGenius ESC
Toni,jng,NLC,2,36,0.389,39.7,37.1,34.5,44.3,60.0,41.3,48.9,47.4,-0.683,NYYRIKKI|Partizan Esports|UniQ Esports Club
Poltron,jng,LCO,15,25,0.48,52.4,41.8,33.6,35.6,30.2,41.3,48.8,47.7,-0.682,Dire Wolves
Rodnaldinho,mid,LHE,2,26,0.462,40.6,43.7,35.6,51.1,32.4,41.3,48.2,49.2,-0.681,Cruzados Esports|Supay Gaming
Lumerion,top,ESLOL,3,48,0.562,46.7,33.6,34.9,42.1,51.7,41.3,46.2,54.3,-0.681,Sector One|mCon esports
Arashi,jng,PCS,15,28,0.071,38.6,50.8,29.1,43.7,39.4,41.2,52.6,39.5,-0.691,SEM9
Saya,jng,GL,3,38,0.395,49.8,37.3,37.9,36.1,39.1,41.2,52.4,39.8,-0.692,Janus Esports|Ramo Awake Gaming
Adison,bot,UL,2,56,0.446,40.0,37.3,42.6,47.9,41.6,41.2,51.3,41.9,-0.689,Gentlemen's Gaming
Just,sup,UPL,2,24,0.458,32.8,41.8,52.6,50.3,33.1,41.2,48.3,48.6,-0.689,Tempest Gaming|Third Party
Sleeping,top,PRM,3,29,0.31,50.1,38.4,37.6,38.7,32.3,41.1,53.1,38.5,-0.699,Anorthosis Famagusta Esports|PENTA 1860
Lure,bot,LCKC,2,34,0.235,47.7,40.1,35.5,42.5,32.6,41.1,51.3,41.8,-0.696,Hanwha Life Esports Academy|Hanwha Life Esports Challengers
Snoopy,bot,SL (LATAM),3,35,0.4,32.1,50.8,39.6,41.8,43.1,41.0,52.1,40.1,-0.7,Club Deportivo Municipal
Lothen,bot,UL,2,30,0.4,44.1,37.5,36.0,46.0,41.0,41.0,51.5,41.2,-0.703,devils.one inStreamly
Draco,top,PGC,2,30,0.433,50.3,34.2,33.0,45.4,37.7,41.0,49.1,46.2,-0.705,CLG Faith|Pandy Pandas
Goodo,jng,LCO,15,54,0.481,36.2,35.4,46.4,46.7,50.5,41.0,48.2,48.4,-0.703,Dire Wolves|ORDER
lll,sup,GL,3,24,0.5,43.2,36.5,50.9,37.9,35.9,41.0,48.1,48.8,-0.701,Ramo Awake Gaming
Kars,top,HC,3,22,0.5,33.9,39.2,59.7,42.4,35.7,41.0,48.0,49.0,-0.701,KIA.eSuba Academy
Kackos,top,LFL,2,24,0.5,32.6,46.9,34.1,59.8,33.4,41.0,46.5,52.7,-0.704,Misfits Premier
Fzz,sup,LDL,2,21,0.524,43.1,35.1,56.5,34.2,37.0,41.0,45.3,55.9,-0.703,Oh My God Academy
Quinncidence,top,PRM,3,31,0.452,27.2,46.0,43.2,50.9,47.6,40.9,50.5,43.0,-0.708,WAVE Esports
Violet,bot,LCSA,2,34,0.412,38.4,40.2,42.2,49.3,35.9,40.9,50.4,43.3,-0.708,Golden Guardians Academy|PEACE
r0bbed,top,HM,3,27,0.444,33.6,44.0,44.2,47.5,39.6,40.9,49.4,45.5,-0.707,Panathinaikos Esports|SINNERS Esports
Fred,mid,LPLOL,3,48,0.542,33.3,33.0,51.2,49.9,51.5,40.9,46.7,52.0,-0.71,GTZ Esports|White Dragons
Nemesis9,mid,PGC,2,47,0.468,50.0,30.3,49.3,35.2,36.6,40.8,50.1,43.6,-0.717,Area of Effect Randoms|Team Ambition
Sander,top,DDH,3,21,0.333,34.5,43.1,51.6,45.5,30.8,40.8,49.7,44.6,-0.714,PRO42|PÊEK Gaming
Vex,bot,PGC,2,44,0.591,57.8,26.0,34.8,37.6,42.5,40.8,48.6,47.1,-0.716,Winthrop University
Fallouch,jng,GL,3,34,0.471,45.8,35.5,35.5,46.1,40.0,40.8,48.6,47.2,-0.712,King of Goats|Osaka
YSKM,top,LDL,2,59,0.508,38.9,37.7,40.4,41.5,51.7,40.8,48.2,48.0,-0.718,Frank Esports|Invictus Gaming Young
Diesel,top,UPL,2,27,0.37,50.0,30.9,36.6,48.8,34.1,40.8,47.0,51.1,-0.715,ANON|Blue Esports|Zenigma Solar
UmTi,jng,LCK,1,82,0.354,30.9,46.6,45.1,47.4,37.9,40.7,54.7,35.8,-0.721,HANJIN BRION
River,jng,LCS,1,49,0.327,27.7,43.4,57.4,52.1,29.9,40.7,54.7,35.8,-0.719,Dignitas|Golden Guardians
Morgan,top,LCK,1,75,0.387,27.7,53.6,41.6,42.6,41.4,40.7,52.7,38.6,-0.721,HANJIN BRION
DrewDozer,mid,UPL,2,52,0.519,44.4,33.2,45.3,41.6,40.2,40.7,47.2,50.4,-0.72,Illinois State University|Super Sunshine Fruit Basket Warriors
Kamel,jng,LAS,3,60,0.3,35.0,56.4,30.6,33.6,42.9,40.6,57.8,32.6,-0.73,HANJIN BRION Academy
Nap,top,LJL,15,50,0.4,41.1,41.7,31.6,46.5,41.1,40.6,51.1,41.3,-0.728,Crest Gaming Act
MrMemox,bot,DDH,3,23,0.13,34.8,37.8,56.7,43.4,35.8,40.6,50.7,42.1,-0.728,PÊEK Gaming
Peng,mid,LFL,2,58,0.31,30.3,38.0,55.7,39.7,52.1,40.5,57.6,32.7,-0.734,Team Oplon
Fear,mid,SL (LATAM),3,30,0.233,35.6,47.3,43.9,44.3,27.9,40.5,54.8,35.4,-0.733,Cienciano Esports|Club Deportivo Municipal|WAP Esports
s0ul,top,LCSA,2,80,0.45,41.1,38.5,34.2,44.8,45.8,40.5,50.3,42.8,-0.731,Immortals Area of Effect|TSM|TSM Academy
Soraaa,sup,VCS,15,38,0.395,36.1,38.2,39.7,42.4,55.3,40.5,48.4,46.9,-0.737,Team Flash
Beat,sup,LPLOL,3,25,0.32,29.1,48.1,40.9,45.5,44.3,40.4,55.4,34.7,-0.737,Boavista FC
vins,top,VL,3,60,0.517,32.0,45.7,41.1,34.5,56.3,40.4,48.4,46.7,-0.741,Pirate Dream
Lotus,mid,GLL,3,37,0.405,36.8,39.0,45.2,43.5,42.2,40.4,47.4,49.1,-0.742,Anorthosis Famagusta Esports|Team Refuse
Termo,mid,LMF,2,25,0.48,47.2,36.0,35.9,43.0,35.4,40.4,46.5,51.4,-0.742,Stone Movistar
Eggsy,bot,VL,3,26,0.538,34.4,36.6,47.0,40.4,54.7,40.4,44.7,56.1,-0.742,AceS GaminG|Waia Snikt
androM,mid,SL (LATAM),3,48,0.438,34.6,39.7,61.4,35.3,34.6,40.3,53.8,36.5,-0.749,Diamond Doves|Wolf Club Esports
Alex Mercer,top,SL (LATAM),3,25,0.52,32.9,46.7,35.8,48.2,40.7,40.3,45.7,53.4,-0.745,Cienciano Esports
Swordblue,sup,UPL,2,37,0.568,50.7,34.4,33.6,37.5,39.5,40.3,47.5,48.8,-0.745,Bay State College
Agustin17,mid,LMF,2,45,0.511,41.4,32.1,39.5,47.0,47.6,40.3,46.1,52.3,-0.746,9z Team|EBRO
Cosmoz,mid,LHE,2,39,0.308,31.3,45.9,46.3,49.9,29.0,40.2,53.9,36.2,-0.756,Rebirth eSports
Vizi,sup,HC,3,31,0.484,43.1,32.9,45.7,41.7,39.4,40.2,46.2,51.8,-0.755,Dark Tigers Academy|Inside Games|Panathinaikos Esports
Vit,bot,VCS,15,31,0.323,42.0,43.1,35.2,42.9,31.4,40.1,50.5,41.7,-0.758,Luxury Esports
Celo,bot,CBLOL,15,41,0.463,43.7,36.7,40.2,40.9,37.5,40.1,49.4,43.9,-0.761,Miners|Miners Academy
Flif,bot,ESLOL,3,43,0.419,30.3,49.0,35.3,46.9,42.8,40.1,47.1,49.3,-0.761,Ion Squad
Soboro,top,LCKC,2,69,0.319,42.6,41.3,32.7,39.8,40.5,40.0,57.4,32.5,-0.765,HANJIN BRION|HANJIN BRION Challengers
Jaguar,top,ESLOL,3,44,0.409,52.0,33.8,30.1,40.8,35.9,40.0,54.3,35.5,-0.765,Hortus esports|Team 7AM
Akemi,top,VL,3,36,0.361,42.0,36.0,43.9,38.1,41.1,40.0,50.9,40.7,-0.769,GeekSide Esports|God's Plan
Allerz,sup,SL (LATAM),3,32,0.5,39.4,43.8,30.5,48.6,34.7,40.0,48.4,46.0,-0.764,Atomic México|Instinct Gaming
Shakaa,bot,EL,3,33,0.364,37.8,41.8,34.5,51.5,33.7,40.0,48.0,46.9,-0.766,Atomic México|Red Rooster Team
Messages,mid,PGC,2,45,0.467,35.8,37.2,41.8,49.3,41.8,40.0,47.7,47.7,-0.764,Tempest Gaming|Third Party
Yonna,sup,NEXO,3,23,0.522,28.7,49.1,39.4,45.5,41.8,40.0,47.4,48.4,-0.766,Kawaii Kiwis
Mersa,sup,LEC,1,51,0.49,31.3,41.1,29.0,57.1,51.5,40.0,44.3,56.4,-0.764,Misfits Gaming
Gorica,bot,PGC,2,40,0.575,43.2,34.3,33.6,48.5,41.4,40.0,44.2,56.6,-0.766,Taco Gaming
Fatfish,jng,LDL,2,32,0.219,31.1,51.3,43.0,45.1,26.3,39.9,54.7,35.0,-0.771,LGD Gaming Young Team
Akaadian,jng,LCSA,2,42,0.262,38.7,40.5,41.5,42.0,36.6,39.9,54.7,35.0,-0.772,Golden Guardians Academy
Shad0w,jng,LPL,1,64,0.344,43.0,39.8,38.4,35.0,40.5,39.9,53.0,37.2,-0.77,LGD Gaming
Bubble,mid,LDL,2,36,0.278,30.9,38.6,56.1,36.5,48.4,39.9,51.9,38.9,-0.771,Shu Dai Xiong Gaming
Petis,sup,HM,3,28,0.393,32.5,44.7,39.8,45.9,39.8,39.9,46.7,49.8,-0.774,BRUTE
Delight,sup,LCK,1,87,0.368,27.1,54.7,37.4,45.6,35.0,39.8,53.9,35.8,-0.777,HANJIN BRION
WillTheScout,sup,GLL,3,39,0.462,28.4,37.0,56.3,40.3,51.5,39.8,53.1,36.9,-0.78,Forsaken|Gamespace Mediterranean College Esports
Bdd,mid,LCK,1,82,0.354,37.7,38.4,42.1,40.8,43.6,39.8,52.3,38.1,-0.778,Nongshim RedForce
Concept,top,LCSA,2,95,0.4,33.7,33.0,49.6,44.3,50.9,39.8,51.7,39.1,-0.776,Golden Guardians Academy|Immortals Academy
Ruf,bot,UL,2,31,0.387,45.7,41.7,29.1,42.8,31.2,39.8,48.2,46.0,-0.78,Auxesis Esports|Forsaken
Munchy,jng,PGC,2,45,0.467,46.5,30.0,39.3,45.9,37.0,39.8,47.8,47.0,-0.778,Tempest Gaming|Third Party
Topo,top,PGC,2,41,0.488,26.8,44.8,39.3,54.9,42.1,39.8,46.2,50.9,-0.779,Bay State College|No Ace|Team Pending
Hena,bot,LCK,1,84,0.381,33.4,44.0,40.6,46.4,35.8,39.7,52.5,37.6,-0.786,HANJIN BRION
Kingston,jng,TAL,3,29,0.483,36.3,40.7,38.9,46.8,37.9,39.7,49.7,42.5,-0.789,Galatasaray Academy
Envy Carry,mid,PRM,3,31,0.452,28.9,30.7,61.9,42.7,52.4,39.7,49.5,43.0,-0.784,WAVE Esports
WDR,mid,LHE,2,28,0.571,32.1,46.4,36.0,52.8,31.7,39.7,44.3,55.6,-0.786,Newstar
Mafro,jng,EBL,3,27,0.667,34.8,36.6,43.3,45.1,47.3,39.7,42.2,61.0,-0.785,Diamant Esports
Guwon,jng,LCKC,2,59,0.254,25.6,50.2,38.3,48.5,41.3,39.6,58.5,31.6,-0.795,Hanwha Life Esports|Hanwha Life Esports Challengers
Fun K3y,bot,PRM,3,36,0.25,41.2,43.6,37.9,37.8,31.1,39.6,55.3,34.0,-0.793,PENTA 1860
1ssue,sup,PCS,15,21,0.286,41.6,42.7,28.4,50.0,29.1,39.6,50.3,41.1,-0.796,Meta Falcon Team
Xaiyen,jng,EBL,3,29,0.586,32.4,36.9,48.3,51.3,36.1,39.6,49.4,43.1,-0.79,Diamant Esports|Nexus KTRL
Hierro,sup,EL,3,39,0.538,35.6,33.2,52.6,39.2,46.7,39.6,47.8,46.6,-0.791,Arctic Gaming México|GeekSide Esports|Janus Esports
Sang,bot,LMF,2,22,0.136,32.7,43.2,45.8,47.8,29.0,39.5,52.4,37.5,-0.8,Malvinas Gaming
Rod,jng,LMF,2,22,0.136,26.3,41.1,65.4,36.4,38.5,39.5,51.8,38.4,-0.799,Malvinas Gaming
Fujimoto,sup,LJL,15,34,0.5,30.8,33.9,56.7,42.5,45.7,39.4,43.4,57.3,-0.806,Burning Core Toyama
Afroboi,jng,PRM,3,42,0.31,33.4,43.1,36.0,45.5,42.0,39.3,55.3,33.8,-0.814,E WIE EINFACH E-SPORTS
Firetheft,top,UPL,2,41,0.537,46.8,26.7,52.2,33.2,38.8,39.3,50.7,39.9,-0.814,Supernova
Tazaku,bot,LVP SL,2,44,0.386,32.7,40.0,44.8,45.6,38.1,39.3,49.7,41.8,-0.816,Movistar KOI
Skyy,mid,DDH,3,39,0.385,32.6,43.3,40.4,41.6,42.6,39.3,47.3,47.0,-0.817,Atomic México|Tomorrow Esports
LeeSA,jng,LCO,15,49,0.51,32.8,40.5,42.9,45.1,40.4,39.3,46.8,48.2,-0.817,PEACE
Crisma,sup,ESLOL,3,26,0.538,33.4,35.2,40.0,53.6,42.7,39.3,45.9,50.5,-0.814,Team 7AM
AMBAN,jng,LHE,2,32,0.281,39.0,40.0,34.8,47.7,32.5,39.2,55.1,33.9,-0.823,Cruzados Esports|Rebirth eSports
Roamer,mid,LCKC,2,58,0.293,36.3,46.0,29.6,42.2,40.6,39.2,53.3,35.9,-0.819,Hanwha Life Esports Challengers
Lmzs,mid,EBL,3,39,0.436,38.5,42.2,35.7,44.2,32.3,39.2,53.0,36.3,-0.818,Esport Empire|Valiance
MGX,mid,TCL,15,37,0.351,37.9,38.6,39.7,42.9,38.1,39.2,49.8,41.4,-0.823,Beşiktaş Esports
Jezu,bot,LEC,1,34,0.412,26.8,38.8,55.9,50.5,33.4,39.2,47.3,46.8,-0.822,SK Gaming
Phoxie,mid,LPLOL,3,38,0.237,32.4,35.7,50.1,38.9,48.6,39.1,61.0,30.2,-0.831,Boavista FC
MiraiX,jng,PRM,3,49,0.306,49.5,30.2,37.0,31.9,44.6,39.1,56.7,32.4,-0.831,WAVE Esports
Sengio,bot,GLL,3,20,0.2,30.6,53.7,30.2,49.1,26.2,39.0,52.2,37.1,-0.834,Team Refuse
999,top,LDL,2,48,0.292,38.4,37.4,51.3,32.3,36.0,38.9,55.8,33.0,-0.841,TWELVE
View,jng,LPL,1,41,0.293,35.8,49.2,32.0,42.9,28.4,38.9,52.4,36.8,-0.839,Team WE|Team WE Academy
Ten10,mid,LCKC,2,40,0.35,22.0,50.2,46.0,46.2,37.6,38.9,50.3,40.0,-0.843,Liiv SANDBOX|Liiv SANDBOX Youth
Lakerz,top,GLL,3,28,0.286,37.5,36.9,46.4,41.0,34.3,38.9,50.3,40.0,-0.842,Cyber Wolves|Gamespace Mediterranean College Esports
LE0,mid,PGC,2,64,0.453,42.0,32.0,35.9,42.0,45.6,38.9,49.7,41.1,-0.842,300|Area of Effect Pump|Evil Geniuses Prodigies|No Org
Leocich,top,SL (LATAM),3,26,0.423,42.8,33.7,34.2,44.1,40.0,38.9,47.6,45.6,-0.84,Club Deportivo Municipal
COLD,sup,LPL,1,82,0.488,43.3,32.8,35.1,38.4,46.5,38.9,43.7,55.4,-0.839,Oh My God
Tobi4,top,ESLOL,3,35,0.457,35.6,33.4,35.7,53.4,43.5,38.8,52.4,36.6,-0.846,KV Mechelen Esports
Juanma,sup,DDH,3,29,0.345,45.5,34.8,36.5,40.3,31.2,38.8,50.2,40.0,-0.848,PRO42|Tomorrow Esports
Tercote,mid,SL (LATAM),3,30,0.433,29.7,47.3,42.5,38.1,39.2,38.8,49.9,40.5,-0.85,Club Deportivo Municipal
Lot,top,TCL,15,37,0.351,35.0,40.9,34.2,42.2,45.2,38.8,49.5,41.4,-0.845,Beşiktaş Esports
beishang,jng,LPL,1,47,0.34,34.1,46.9,31.8,48.9,28.9,38.8,49.1,42.1,-0.848,Team WE
Dmitar,jng,EBL,3,31,0.29,31.1,42.2,41.8,46.7,36.4,38.8,48.0,44.4,-0.849,Split Raiders
Martote,jng,LMF,2,21,0.381,35.6,42.8,35.7,42.8,36.6,38.8,47.5,45.6,-0.848,9z Team
Showkz,jng,LFL2,2,28,0.214,41.2,40.3,37.1,41.4,27.4,38.7,52.9,35.8,-0.855,FC Nantes Esports
Miyuuri,sup,NEXO,3,27,0.37,40.9,43.5,24.1,41.3,38.7,38.7,51.4,37.9,-0.853,Stormbringers
Mrozku,mid,UL,2,59,0.492,36.2,28.5,55.7,36.9,46.7,38.7,50.2,39.9,-0.855,JD|XL|Team ESCA Gaming
Speedy,jng,HM,3,35,0.457,33.8,37.6,33.2,49.6,46.4,38.7,48.5,43.1,-0.856,SINNERS Esports
sheru,top,UL,2,36,0.389,33.1,39.8,35.3,53.0,35.6,38.7,46.5,47.6,-0.859,Auxesis Esports|Forsaken
Guardian,top,LAS,3,28,0.25,36.0,41.4,31.8,50.6,32.1,38.6,52.1,36.7,-0.865,DN SOOPers Academy
Fallen,jng,LFL2,2,30,0.2,32.7,45.6,38.7,46.2,27.7,38.6,49.9,40.1,-0.866,beGenius ESC
Hybridzz,top,PGC,2,20,0.3,34.5,41.9,36.4,48.6,31.6,38.6,48.2,43.5,-0.865,DK Crew|Harrisburg University|RBG Esports
Geiger,top,PGC,2,36,0.417,33.5,34.6,39.8,51.0,42.1,38.6,47.7,44.7,-0.862,Area of Effect Randoms|No Name
Marrow Ooze,mid,ESLOL,3,20,0.4,50.5,32.7,28.2,42.0,31.0,38.6,47.5,45.1,-0.865,Ion Squad
haichao,mid,LDL,2,59,0.271,24.0,49.4,46.9,42.6,34.1,38.5,58.1,31.2,-0.867,LGD Gaming|LGD Gaming Young Team
zhìì,mid,ESLOL,3,40,0.45,35.4,38.0,38.6,45.2,38.3,38.5,50.3,39.3,-0.874,Team 7AM
Raluxu,jng,LPLOL,3,21,0.143,26.3,36.2,60.3,43.3,38.4,38.5,48.6,42.4,-0.873,Odivelas Sports Club
Darlik,top,LFL,2,58,0.31,25.4,34.1,54.9,43.0,52.4,38.4,55.7,32.7,-0.878,Team Oplon
Ivok,top,GLL,3,28,0.25,34.8,43.2,37.0,45.7,29.2,38.4,49.1,41.4,-0.876,Zerolag Esports
Cassin,jng,LJL,15,50,0.4,47.8,37.1,27.5,39.0,31.7,38.4,49.1,41.3,-0.88,Crest Gaming Act
Clarence,jng,LVP SL,2,24,0.25,31.6,45.0,36.4,46.9,32.5,38.4,48.6,42.3,-0.879,BK ROG Esports|UCAM Esports
Zeni,top,LPLOL,3,36,0.583,29.8,38.4,45.2,45.4,41.8,38.4,41.5,59.6,-0.881,EGN Esports
Nesty,jng,LJLA,3,21,0.333,57.7,40.7,23.6,26.3,19.8,38.3,55.0,33.2,-0.884,DetonatioN FocusMe Academy
Jaqen,top,UL,2,47,0.426,45.8,32.8,34.5,37.0,38.6,38.3,51.6,36.9,-0.888,Auxesis Esports|Komil & Friends
Piu Piu,bot,SL (LATAM),3,51,0.51,32.4,33.6,54.4,34.8,46.2,38.3,48.0,43.4,-0.884,Diamond Doves
Aki,jng,LPL,1,92,0.478,38.5,37.5,30.6,39.1,48.5,38.3,45.3,49.6,-0.888,Oh My God
Trashy,jng,LMF,2,24,0.5,41.3,37.8,32.2,44.9,31.2,38.3,43.8,53.5,-0.884,Stone Movistar
Alvanai,mid,GLL,3,27,0.407,37.3,38.9,38.2,40.7,35.7,38.2,52.8,35.3,-0.893,Gamespace Mediterranean College Esports
ChiQQQ,bot,NEXO,3,27,0.37,32.2,43.2,37.2,44.1,35.9,38.2,50.9,37.9,-0.891,Stormbringers
Zoom,top,LPL,1,49,0.306,33.3,48.4,37.3,41.9,24.5,38.2,50.7,38.1,-0.896,Top Esports|Ultra Prime
Courage,jng,LCKC,2,25,0.4,35.4,37.0,42.8,47.9,28.8,38.2,46.2,47.2,-0.894,DN SOOPers Challengers
Kituruken,jng,LFL2,2,48,0.521,37.6,30.5,51.5,37.8,39.6,38.2,44.7,50.9,-0.894,PCS Taran
Sebbek,bot,LMF,2,25,0.16,38.6,43.8,37.1,37.1,27.7,38.1,53.4,34.6,-0.899,WAP Esports
Kozi,top,UL,2,36,0.389,38.9,34.5,32.4,45.3,41.9,38.1,49.6,39.9,-0.901,devils.one inStreamly
Sips,top,NLC,2,25,0.28,32.0,43.2,38.9,42.3,35.8,38.1,49.5,40.0,-0.902,Team Singularity
Misaki,top,LPLOL,3,26,0.269,29.6,40.2,32.0,41.8,58.2,38.1,48.1,42.8,-0.897,Boavista FC|Varona Esports
Mitsuki,sup,LDL,2,32,0.5,40.8,34.5,40.5,38.5,35.5,38.1,43.5,53.8,-0.901,Invictus Gaming Young
Cerecof,sup,LFL2,2,28,0.286,40.8,45.1,23.3,45.4,25.7,38.0,53.7,34.1,-0.909,FC Nantes Esports
QiuQiu,sup,LPL,1,77,0.39,43.3,28.5,45.8,31.5,43.9,38.0,49.9,39.2,-0.905,Anyone's Legend
Bardito,sup,LLA,15,33,0.333,33.0,32.8,42.3,42.7,49.5,38.0,48.7,41.3,-0.91,Globant Emerald|XTEN Esports
Avano,mid,PGC,2,71,0.549,44.8,29.6,36.0,39.3,40.0,38.0,48.2,42.4,-0.905,Big Duck Energy|Winthrop University
Faded,mid,GLL,3,22,0.364,32.1,35.8,41.4,41.5,48.1,38.0,46.9,45.1,-0.908,Gamespace Mediterranean College Esports|Project Sinners
